date,stock_id,open,close,volume,avg_sentiment,news_count,return_3d,sentiment_level,return_level,signal
2026-05-11,2454,3575.0,3880.0,8690923,0.91,447,0.13119533527696792,🟢🟢 極度樂觀,📈 大漲,🔴 紅燈（利多出盡，追高風險大）
2026-05-12,2454,3835.0,3700.0,11090404,0.2118379310344827,290,0.08187134502923976,🟠 偏空,小漲,⚪ 正常
2026-05-13,2454,3625.0,3495.0,9694046,0.1607147368421052,190,-0.0371900826446281,🟠 偏空,小跌,⚪ 正常
2026-05-14,2454,3585.0,3405.0,7103890,0.290616,50,-0.12242268041237113,⚪ 中性,📉 大跌,⚪ 正常
2026-05-15,2454,3425.0,3260.0,7341025,0.33975125,80,-0.11891891891891893,⚪ 中性,📉 大跌,⚪ 正常
2026-05-18,2454,3240.0,3400.0,7040537,0.4344535885167463,209,-0.027181688125894134,⚪ 中性,平盤震盪,⚪ 正常
2026-05-19,2454,3475.0,3155.0,10055471,0.5053109523809524,210,-0.07342143906020558,⚪ 中性,📉 大跌,⚪ 正常
2026-05-20,2454,3195.0,3230.0,9296108,0.3338712918660287,209,-0.009202453987730062,⚪ 中性,平盤震盪,⚪ 正常
2026-05-21,2454,3415.0,3550.0,5983092,0.6053490610328638,426,0.04411764705882353,🟢 偏多,平盤震盪,⚪ 正常
2026-05-22,2454,3765.0,3860.0,20839466,0.5794838383838384,198,0.22345483359746435,🟢 偏多,📈 大漲,⚪ 正常
2026-05-25,2454,4245.0,4245.0,4616291,0.5162128851540616,714,0.3142414860681115,⚪ 中性,📈 大漲,⚪ 正常
2026-05-26,2454,4375.0,4265.0,19540872,0.6026010940919038,457,0.20140845070422536,🟢 偏多,📈 大漲,⚪ 正常
2026-05-27,2454,4475.0,4640.0,18260840,0.4637327394209354,449,0.20207253886010362,⚪ 中性,📈 大漲,⚪ 正常
2026-05-28,2454,4620.0,4410.0,16433052,0.447202922077922,308,0.038869257950530034,⚪ 中性,平盤震盪,⚪ 正常
2026-05-29,2454,4460.0,4310.0,23109791,0.5441874670184697,758,0.010550996483001172,⚪ 中性,平盤震盪,⚪ 正常
2026-06-01,2454,4440.0,4555.0,20083897,0.55469934318555,609,-0.018318965517241378,⚪ 中性,平盤震盪,⚪ 正常
2026-06-02,2454,4970.0,4525.0,15626708,0.494232055749129,287,0.026077097505668934,⚪ 中性,平盤震盪,⚪ 正常
2026-06-03,2454,4540.0,4545.0,10480184,0.3154844444444444,90,0.054524361948955914,⚪ 中性,平盤震盪,⚪ 正常
2026-06-04,2454,4600.0,4430.0,11204169,0.5026406779661017,118,-0.027442371020856202,⚪ 中性,平盤震盪,⚪ 正常
2026-06-05,2454,4360.0,4300.0,11919031,0.4341266393442623,244,-0.049723756906077346,⚪ 中性,小跌,⚪ 正常
2026-06-08,2454,3935.0,4070.0,16219464,0.4567321052631579,190,-0.10451045104510451,⚪ 中性,📉 大跌,⚪ 正常
2026-06-09,2454,4180.0,4475.0,16487210,0.6178867167919799,399,0.010158013544018058,🟢 偏多,平盤震盪,⚪ 正常
2026-06-10,2454,4315.0,4155.0,17412956,0.5500112500000001,240,-0.03372093023255814,⚪ 中性,小跌,⚪ 正常
2026-06-11,2454,4085.0,4085.0,17556610,0.2631085271317829,129,0.0036855036855036856,🟠 偏空,平盤震盪,⚪ 正常
2026-06-12,2454,4410.0,4180.0,8765007,0.6160642201834862,109,-0.0659217877094972,🟢 偏多,📉 大跌,⚪ 正常
2026-06-15,2454,4355.0,4470.0,12014769,0.1963447368421052,114,0.07581227436823104,🟠 偏空,小漲,⚪ 正常
2026-06-16,2454,4550.0,4560.0,11309893,0.5032905737704918,244,0.11627906976744186,⚪ 中性,📈 大漲,⚪ 正常
2026-06-17,2454,4495.0,4460.0,9197868,0.4419801587301587,126,0.06698564593301436,⚪ 中性,小漲,⚪ 正常
2026-06-18,2454,4535.0,4390.0,12997743,0.6801766666666667,30,-0.017897091722595078,🟢🟢 極度樂觀,平盤震盪,🟡 觀望（樂觀但股價不買單）
2026-06-22,2454,4385.0,4465.0,11596124,0.2720003039513678,329,-0.020833333333333332,🟠 偏空,平盤震盪,⚪ 正常
2026-06-23,2454,4720.0,4535.0,18449972,0.5463880769230769,260,0.016816143497757848,⚪ 中性,平盤震盪,⚪ 正常
